iter	Passed	Remaining
1366	1003927	464876
1367	1004778	464195
1368	1005543	463475
1369	1006324	462762
1370	1007122	462056
1371	1007871	461328
1372	1008661	460619
1373	1009385	459880
1374	1010151	459159
1375	1011048	458498
1376	1011872	457804
1377	1012810	457161
1378	1013703	456497
1379	1014519	455798
1380	1015318	455092
1381	1016172	454410
1382	1016958	453697
1383	1017735	452980
1384	1018515	452265
1385	1019314	451557
1386	1020163	450872
1387	1021045	450201
1388	1021831	449488
1389	1022677	448800
1390	1023518	448111
1391	1024357	447420
1392	1025117	446694
1393	1025971	446010
1394	1026890	445354
1395	1027669	444636
1396	1028367	443883
1397	1029108	443149
1398	1029914	442443
1399	1030698	441728
1400	1031421	440985
1401	1032392	440350
1402	1033353	439709
1403	1034223	439029
1404	1035052	438331
1405	1035914	437648
1406	1036663	436916
1407	1037556	436245
1408	1038311	435516
1409	1039298	434883
1410	1040090	434169
1411	1040861	433446
1412	1041673	432740
1413	1042440	432015
1414	1043296	431327
1415	1044050	430597
1416	1044959	429930
1417	1045766	429221
1418	1046695	428562
1419	1047416	427818
1420	1048228	427110
1421	1048959	426370
1422	1049810	425678
1423	1050755	425024
1424	1051546	424308
1425	1052283	423569
1426	1052993	422820
1427	1053786	422105
1428	1054532	421370
1429	1055274	420633
1430	1056053	419912
1431	1056839	419193
1432	1057715	418510
1433	1058685	417863
1434	1059453	417136
1435	1060354	416462
1436	1061200	415766
1437	1061943	415029
1438	1062719	414305
1439	1063459	413567
1440	1064415	412913
1441	1065168	412180
1442	1066108	411519
1443	1066947	410819
1444	1067680	410077
1445	1068491	409366
1446	1069448	408710
1447	1070236	407990
1448	1070979	407253
1449	1071778	406536
1450	1072627	405839
1451	1073414	405117
1452	1074214	404401
1453	1074993	403676
1454	1075784	402957
1455	1076555	402229
1456	1077419	401536
1457	1078318	400856
1458	1079198	400168
1459	1079901	399415
1460	1080670	398686
1461	1081387	397938
1462	1082185	397220
1463	1083058	396529
1464	1083770	395779
1465	1084502	395037
1466	1085366	394342
1467	1086144	393616
1468	1087025	392927
1469	1087825	392209
1470	1088582	391475
1471	1089358	390748
1472	1090144	390024
1473	1090852	389273
1474	1091780	388599
1475	1092581	387881
1476	1093398	387168
1477	1094171	386439
1478	1095143	385780
1479	1095992	385078
1480	1096892	384393
1481	1097655	383661
1482	1098450	382939
1483	1099334	382248
1484	1100176	381542
1485	1100965	380818
1486	1101865	380132
1487	1102632	379400
1488	1103369	378658
1489	1104168	377936
1490	1104951	377210
1491	1105795	376503
1492	1106661	375805
1493	1107474	375088
1494	1108307	374378
1495	1109102	373654
1496	1109878	372925
1497	1110659	372196
1498	1111638	371534
1499	1112442	370814
1500	1113319	370117
1501	1114041	369369
1502	1114816	368638
1503	1115559	367897
1504	1116429	367197
1505	1117187	366461
1506	1117905	365711
1507	1118721	364993
1508	1119613	364301
1509	1120414	363578
1510	1121260	362869
1511	1122147	362174
1512	1123061	361487
1513	1123847	360759
1514	1124722	360059
1515	1125515	359333
1516	1126257	358590
1517	1127021	357855
1518	1127843	357138
1519	1128826	356471
1520	1129747	355784
1521	1130613	355080
1522	1131535	354394
1523	1132395	353687
1524	1133150	352948
1525	1133946	352221
1526	1134730	351491
1527	1135465	350746
1528	1136317	350036
1529	1137048	349289
1530	1137902	348580
1531	1138810	347887
1532	1139682	347183
1533	1140397	346431
1534	1140993	345643
1535	1141743	344901
1536	1142515	344166
1537	1143367	343456
1538	1144228	342748
1539	1145025	342020
1540	1145785	341281
1541	1146546	340543
1542	1147346	339816
1543	1148255	339122
1544	1149055	338395
1545	1149940	337692
1546	1150762	336971
1547	1151545	336239
1548	1152395	335526
1549	1153215	334804
1550	1154086	334097
1551	1154855	333360
1552	1155687	332641
1553	1156628	331953
1554	1157438	331228
1555	1158296	330516
1556	1159212	329820
1557	1160287	329170
1558	1161231	328481
1559	1161956	327731
1560	1162734	326995
1561	1163552	326271
1562	1164354	325542
1563	1165230	324834
1564	1166085	324119
1565	1166953	323408
1566	1167710	322666
1567	1168432	321915
1568	1169229	321184
1569	1170030	320454
1570	1170774	319708
1571	1171564	318975
1572	1172327	318235
1573	1173193	317522
1574	1174002	316794
1575	1174771	316055
1576	1175598	315331
1577	1176434	314610
1578	1177186	313866
